"CCSuid","CCSdguid","CCSname","CCSpop_2021","CCStdwell_2021","CCSurdwell_2021","CCSpop_2016","CCSpop_2016a","CCStdwell_2016a","CCSurdwell_2016a","CCSarea","CCSadj_2016","CCSir_2016","CCSir_2021","PRuid","CDcode","CCScode","ERcode"
"1001214","2021S05021001214","Division No.  1, Subd. C",6809,6298,3428,7405,7405,6955,3447,"4496.3563","0","0","0","10","01","214","10"
"1001259","2021S05021001259","Division No.  1, Subd. A",7907,4922,3731,8345,8345,5148,3697,"1478.2223","0","0","0","10","01","259","10"
"1001304","2021S05021001304","Division No.  1, Subd. E",16896,9397,7359,17044,17044,8979,7103,"930.4883","0","0","0","10","01","304","10"
"1001357","2021S05021001357","Division No.  1, Subd. H",15348,8426,6915,16256,16256,8147,6834,"555.5325","0","0","0","10","01","357","10"
"1001472","2021S05021001472","Holyrood",12612,8220,5583,12787,12787,8274,5296,"509.0562","0","0","0","10","01","472","10"
"1001519","2021S05021001519","St. John's",212306,97874,90162,208511,208511,93833,86243,"1134.9243","0","0","0","10","01","519","10"
"1002001","2021S05021002001","Division No.  2, Subd. E",19392,11551,8891,20372,20372,11497,8737,"5915.5695","0","0","0","10","02","001","20"
"1003001","2021S05021003001","Division No.  3, Subd. A",13920,8046,6342,15560,15560,8289,6773,"19272.1069","0","0","0","10","03","001","20"
"1004006","2021S05021004006","Division No.  4, Subd. B",19253,10900,9196,20387,20387,11338,9345,"7019.9723","0","0","0","10","04","006","30"
"1005007","2021S05021005007","Division No.  5, Subd. E",6046,3723,2692,6228,6228,3721,2645,"6240.0173","0","0","0","10","05","007","30"
"1005010","2021S05021005010","Division No.  5, Subd. F",34350,17152,15275,35786,35786,17203,15245,"4053.7444","0","0","0","10","05","010","30"
"1006014","2021S05021006014","Division No.  6, Subd. C",37339,19498,16489,38345,38345,19296,16434,"16043.3766","0","0","0","10","06","014","40"
"1007028","2021S05021007028","Division No.  7, Subd. F",18501,12402,8494,19519,19519,12375,8474,"6584.3601","0","0","0","10","07","028","40"
"1007031","2021S05021007031","Division No.  7, Subd. E",14543,7902,6373,14573,14573,7722,6097,"3014.0101","0","0","0","10","07","031","40"
"1008036","2021S05021008036","Division No.  8, Subd. G",22423,13870,10081,23794,23794,13807,10323,"3953.0368","0","0","0","10","08","036","40"
"1008058","2021S05021008058","Division No.  8, Subd. C",11517,7851,5304,12000,12000,8106,5264,"5281.9046","0","0","0","10","08","058","40"
"1009001","2021S05021009001","Division No.  9, Subd. F",14733,9366,6640,15607,15607,9346,6689,"13209.4758","0","0","0","10","09","001","30"
"1010001","2021S05021010001","Division No. 10, Subd. A",24332,10941,9518,24639,24639,10758,9193,"191691.0863","0","0","0","10","10","001","30"
"1011005","2021S05021011005","Division No. 11, Subd. C",1476,579,535,1433,1433,583,510,"26206.0399","0","0","0","10","11","005","30"
"1011040","2021S05021011040","Division No. 11, Subd. E",847,266,245,1125,1125,362,324,"40581.0927","0","0","0","10","11","040","30"
"1101005","2021S05021101005","Murray River, Part 1",2669,1432,1135,,2474,1384,1043,"223.0027","1","0","0","11","01","005","10"
"1101035","2021S05021101035","Souris",3911,2289,1675,,3888,2461,1630,"425.0134","1","0","0","11","01","035","10"
"1101037","2021S05021101037","St. Peters",1661,959,706,,1567,997,642,"325.7127","1","0","0","11","01","037","10"
"1101043","2021S05021101043","Morell",1628,1024,693,,1569,1024,657,"207.7404","1","0","0","11","01","043","10"
"1101045","2021S05021101045","Three Rivers",7883,3936,3246,,7169,3799,3062,"431.4717","1","0","0","11","01","045","10"
"1101052","2021S05021101052","East River, Part 2",575,308,223,,487,367,189,"74.642","1","0","0","11","01","052","10"
"1102002","2021S05021102002","Belfast",2107,1074,753,,1946,1139,746,"298.3571","1","0","0","11","02","002","10"
"1102010","2021S05021102010","Crossroads",13629,5784,5343,,12181,5111,4749,"103.8617","1","0","0","11","02","010","10"
"1102016","2021S05021102016","Vernon River",2499,971,887,,2256,929,818,"221.943","1","0","0","11","02","016","10"
"1102017","2021S05021102017","New Glasgow",5642,2863,2345,,5088,2668,2065,"271.374","1","0","0","11","02","017","10"
"1102018","2021S05021102018","Crapaud, Part 1",2064,1205,853,,1985,1176,789,"155.9872","1","0","0","11","02","018","10"
"1102022","2021S05021102022","Kingston",1725,683,647,,1700,667,621,"64.3137","1","0","0","11","02","022","10"
"1102040","2021S05021102040","Miltonvale Park",1196,501,484,,1158,496,488,"35.1262","1","0","0","11","02","040","10"
"1102045","2021S05021102045","Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico",359,330,149,,318,338,129,"36.102","1","0","0","11","02","045","10"
"1102055","2021S05021102055","Brackley",923,375,360,,862,343,325,"30.3231","1","0","0","11","02","055","10"
"1102064","2021S05021102064","East River, Part 1",2763,1363,1091,,2494,1309,975,"214.1185","1","0","0","11","02","064","10"
"1102067","2021S05021102067","North Shore",3975,1944,1535,,3558,1846,1390,"119.4037","1","0","0","11","02","067","10"
"1102068","2021S05021102068","West River",3520,1792,1369,,3161,1747,1218,"121.6599","1","0","0","11","02","068","10"
"1102071","2021S05021102071","New London",2240,1485,920,,1945,1378,785,"158.6548","1","0","0","11","02","071","10"
"1102072","2021S05021102072","North River",771,320,301,,785,327,306,"50.8543","1","0","0","11","02","072","10"
"1102075","2021S05021102075","Charlottetown",39409,18609,17416,,36712,17428,16331,"66.8703","1","0","0","11","02","075","10"
"1102085","2021S05021102085","Cornwall",6948,2911,2779,6852,5694,2269,2159,"38.3751","1","0","0","11","02","085","10"
"1103002","2021S05021103002","Borden",1597,775,642,,1435,806,602,"67.0084","1","0","0","11","03","002","10"
"1103003","2021S05021103003","Kinkora",1984,1180,826,,1938,1124,777,"140.3586","1","0","0","11","03","003","10"
"1103004","2021S05021103004","Crapaud, Part 2",635,386,258,,551,375,223,"58.7441","1","0","0","11","03","004","10"
"1103007","2021S05021103007","Malpeque Bay",1191,991,520,,1030,947,437,"98.968","1","0","0","11","03","007","10"
"1103020","2021S05021103020","Wellington",2783,1523,1210,,2802,1415,1132,"195.8815","1","0","0","11","03","020","10"
"1103025","2021S05021103025","Summerside",16316,7530,7226,,15139,7082,6654,"36.092","1","0","0","11","03","025","10"
"1103040","2021S05021103040","Miscouche",2019,910,803,,1851,855,741,"97.9683","1","0","0","11","03","040","10"
"1103043","2021S05021103043","Central Prince",2952,1395,1177,,2888,1330,1112,"331.5448","1","0","0","11","03","043","10"
"1103061","2021S05021103061","Tignish",4228,2005,1753,,4259,1988,1705,"226.2366","1","0","0","11","03","061","10"
"1103064","2021S05021103064","Alberton",3950,2011,1638,,3789,2025,1539,"189.7334","1","0","0","11","03","064","10"
"1103065","2021S05021103065","O'Leary",3677,1804,1506,,3440,1764,1418,"405.4078","1","0","0","11","03","065","10"
"1103067","2021S05021103067","Kensington, Part 1",4902,2266,2101,,4788,2205,2015,"158.3279","1","0","0","11","03","067","10"
"1201006","2021S05021201006","Shelburne",13704,7904,6473,13966,13966,7765,6378,"2462.5818","0","0","0","12","01","006","40"
"1202001","2021S05021202001","Argyle",7870,3818,3455,7899,7899,3821,3362,"1526.0747","0","0","0","12","02","001","40"
"1202004","2021S05021202004","Yarmouth",17077,8711,7758,16520,16520,8521,7436,"595.5646","0","0","0","12","02","004","40"
"1203001","2021S05021203001","Clare",7678,4393,3607,8018,8018,4681,3691,"851.1376","0","0","0","12","03","001","40"
"1203004","2021S05021203004","Digby",9384,5288,4510,9305,9305,5246,4352,"1661.1421","0","0","0","12","03","004","40"
"1204010","2021S05021204010","Queens",10501,6705,5005,10351,10351,6608,4764,"2393.4428","0","0","0","12","04","010","40"
"1205001","2021S05021205001","Annapolis, Subd. D",3049,1964,1367,2991,2991,1805,1314,"1979.3508","0","0","0","12","05","001","30"
"1205004","2021S05021205004","Annapolis, Subd. A",6525,3802,3206,6373,6373,3761,3044,"614.6578","0","0","0","12","05","004","30"
"1205009","2021S05021205009","Annapolis, Subd. B",4587,2353,2060,4448,4448,2342,1949,"377.1612","0","0","0","12","05","009","30"
"1205014","2021S05021205014","Annapolis, Subd. C",7091,3493,3222,6779,6779,3483,3070,"212.0613","0","0","0","12","05","014","30"
"1206001","2021S05021206001","Lunenburg",37795,20567,17373,36694,36694,20114,16628,"1778.5769","0","0","0","12","06","001","40"
"1206009","2021S05021206009","Chester",10804,6525,5070,10432,10432,6534,4811,"1127.8955","0","0","0","12","06","009","40"
"1207001","2021S05021207001","Kings, Subd. A",25553,12121,10827,24883,24883,11762,10358,"1240.2342","0","0","0","12","07","001","30"
"1207011","2021S05021207011","Kings, Subd. C",14978,7042,6749,14364,14364,6708,6364,"261.0348","0","0","0","12","07","011","30"
"1207016","2021S05021207016","Kings, Subd. B",11951,5704,5187,11858,11858,5567,5006,"346.017","0","0","0","12","07","016","30"
"1207021","2021S05021207021","Kings, Subd. D",10432,5499,4775,9495,9495,5150,4223,"273.0263","0","0","0","12","07","021","30"
"1208003","2021S05021208003","West Hants",19509,9136,8374,,19016,8890,8012,"1250.4975","1","0","0","12","08","003","30"
"1208008","2021S05021208008","East Hants",25631,11170,10488,23542,23542,10312,9427,"1798.6801","0","0","0","12","08","008","30"
"1209034","2021S05021209034","Halifax",440072,200619,190650,403390,403390,187478,173459,"5477.5348","0","0","0","12","09","034","50"
"1210001","2021S05021210001","Colchester, Subd. C",27908,13540,12711,27592,27592,13595,12434,"1501.9034","0","0","0","12","10","001","20"
"1210008","2021S05021210008","Colchester, Subd. B",19806,9836,8700,19534,19534,9564,8290,"1248.2412","0","0","0","12","10","008","20"
"1210012","2021S05021210012","Colchester, Subd. A",3762,2262,1645,3459,3459,2219,1505,"877.3542","0","0","0","12","10","012","20"
"1211001","2021S05021211001","Cumberland, Subd. A",3201,2107,1586,3120,3120,2162,1515,"1135.5508","0","0","0","12","11","001","20"
"1211006","2021S05021211006","Cumberland, Subd. B",6786,3448,2997,6859,6859,3558,3017,"1168.3667","0","0","0","12","11","006","20"
"1211009","2021S05021211009","Cumberland, Subd. C",16268,9486,7536,15871,15871,9345,7221,"918.9594","0","0","0","12","11","009","20"
"1211014","2021S05021211014","Cumberland, Subd. D",4283,3322,2020,4155,4155,3380,1861,"1052.8953","0","0","0","12","11","014","20"
"1212001","2021S05021212001","Pictou, Subd. A",9260,5339,4252,9261,9261,5490,4173,"777.6364","0","0","0","12","12","001","20"
"1212006","2021S05021212006","Pictou, Subd. B",13684,6494,6077,14010,14010,6485,6048,"793.7986","0","0","0","12","12","006","20"
"1212011","2021S05021212011","Pictou, Subd. C",20713,10577,9406,20477,20477,10550,9084,"1272.6684","0","0","0","12","12","011","20"
"1213001","2021S05021213001","St. Mary's",2161,1538,1047,2233,2233,1667,1042,"1904.0842","0","0","0","12","13","001","20"
"1213004","2021S05021213004","Guysborough",5212,3359,2512,5392,5392,3523,2507,"2133.0769","0","0","0","12","13","004","20"
"1214001","2021S05021214001","Antigonish, Subd. A",13619,7153,5979,12642,12642,6818,5421,"931.4134","0","0","0","12","14","001","20"
"1214006","2021S05021214006","Antigonish, Subd. B",6510,2992,2732,6659,6659,3024,2708,"525.0018","0","0","0","12","14","006","20"
"1215001","2021S05021215001","Inverness, Subd. C",6397,3514,2869,6400,6400,3576,2727,"1040.4409","0","0","0","12","15","001","10"
"1215006","2021S05021215006","Inverness, Subd. B",5742,2966,2429,5759,5759,3045,2324,"759.3775","0","0","0","12","15","006","10"
"1215011","2021S05021215011","Inverness, Subd. A",5207,3257,2395,5076,5076,3255,2300,"2017.7917","0","0","0","12","15","011","10"
"1216006","2021S05021216006","Richmond, Subd. A",8914,5230,4100,8964,8964,5123,3983,"1246.0753","0","0","0","12","16","006","10"
"1217030","2021S05021217030","Cape Breton",98318,48020,43799,98722,98722,47204,43081,"2457.2067","0","0","0","12","17","030","10"
"1218001","2021S05021218001","Victoria, Subd. B",7441,4753,3280,7089,7089,4437,3101,"2836.1939","0","0","0","12","18","001","10"
"1301001","2021S05021301001","Saint Martins",76558,36964,34634,74020,74020,36825,32852,"1461.0542","0","0","0","13","01","001","30"
"1302004","2021S05021302004","Campobello Island",949,612,423,872,872,616,376,"39.5938","0","0","0","13","02","004","30"
"1302006","2021S05021302006","West Isles",718,475,344,797,797,467,347,"38.3192","0","0","0","13","02","006","30"
"1302008","2021S05021302008","Lepreau",803,492,385,707,707,507,335,"209.5174","0","0","0","13","02","008","30"
"1302011","2021S05021302011","Pennfield",10003,5003,4364,9490,9490,4900,4112,"1537.6167","0","0","0","13","02","011","30"
"1302039","2021S05021302039","Saint James",7205,3549,3228,7440,7440,3596,3276,"669.4549","0","0","0","13","02","039","30"
"1302042","2021S05021302042","Saint David",2035,990,882,2102,2102,999,887,"202.7334","0","0","0","13","02","042","30"
"1302044","2021S05021302044","Dumbarton",4302,2328,1934,4020,4020,2428,1799,"721.0012","0","0","0","13","02","044","30"
"1303001","2021S05021303001","Blissville",15293,6451,6110,15443,15443,6401,5870,"623.6654","0","0","0","13","03","001","40"
"1303008","2021S05021303008","Lincoln",9334,3941,3835,8941,8941,3818,3657,"574.8058","0","0","0","13","03","008","40"
"1303016","2021S05021303016","Maugerville",3237,1511,1365,3260,3260,1634,1371,"1494.4962","0","0","0","13","03","016","40"
"1304004","2021S05021304004","Gagetown",2109,980,894,1980,1980,1004,855,"1086.2571","0","0","0","13","04","004","40"
"1304008","2021S05021304008","Wickham",1271,960,608,1190,1190,1020,538,"1224.6153","0","0","0","13","04","008","40"
"1304011","2021S05021304011","Cambridge",1399,1107,632,1209,1209,1276,546,"219.9637","0","0","0","13","04","011","40"
"1304024","2021S05021304024","Chipman",6219,3807,2999,6093,6093,3989,2938,"1150.2171","0","0","0","13","04","024","40"
"1305006","2021S05021305006","Hampton",27831,10725,10442,26937,26937,10177,9823,"395.6416","0","0","0","13","05","006","30"
"1305014","2021S05021305014","Kingston",3202,1631,1354,2913,2913,1671,1227,"200.4094","0","0","0","13","05","014","30"
"1305015","2021S05021305015","Grand Bay-Westfield",4967,2031,1965,4964,4964,2029,1933,"59.8207","0","0","0","13","05","015","30"
"1305016","2021S05021305016","Norton",2735,1128,1076,2683,2683,1103,1037,"220.1207","0","0","0","13","05","016","30"
"1305021","2021S05021305021","Sussex",8477,3987,3770,8259,8259,3872,3634,"262.2123","0","0","0","13","05","021","30"
"1305024","2021S05021305024","Waterford",767,414,338,720,720,413,311,"465.5116","0","0","0","13","05","024","30"
"1305026","2021S05021305026","Cardwell",1401,721,620,1353,1353,709,569,"311.8706","0","0","0","13","05","026","30"
"1305028","2021S05021305028","Havelock",1042,522,442,1061,1061,550,438,"349.2182","0","0","0","13","05","028","30"
"1305031","2021S05021305031","Studholm",3527,1480,1386,3522,3522,1481,1389,"448.9771","0","0","0","13","05","031","30"
"1305034","2021S05021305034","Springfield",1641,797,653,1525,1525,885,630,"248.53","0","0","0","13","05","034","30"
"1305036","2021S05021305036","Kars",3617,1840,1545,3345,3345,1864,1400,"485.4426","0","0","0","13","05","036","30"
"1305045","2021S05021305045","Rothesay",11977,5007,4873,11659,11659,4816,4636,"34.5941","0","0","0","13","05","045","30"
"1306001","2021S05021306001","Hopewell",1303,703,605,1330,1330,735,592,"429.3799","0","0","0","13","06","001","20"
"1306007","2021S05021306007","Alma",287,201,133,218,218,205,100,"270.381","0","0","0","13","06","007","20"
"1306008","2021S05021306008","Elgin",1064,610,485,892,892,595,418,"519.5364","0","0","0","13","06","008","20"
"1306011","2021S05021306011","Hillsborough",2745,1246,1171,2585,2585,1233,1128,"316.8356","0","0","0","13","06","011","20"
"1306014","2021S05021306014","Coverdale",25350,10716,10519,24133,24133,10343,9981,"270.0948","0","0","0","13","06","014","20"
"1307001","2021S05021307001","Westmorland",1378,740,580,1316,1316,792,582,"175.9168","0","0","0","13","07","001","20"
"1307004","2021S05021307004","Botsford",3561,2122,1557,3483,3483,2123,1442,"327.5784","0","0","0","13","07","004","20"
"1307005","2021S05021307005","Beaubassin East / Beaubassin-est",19397,9791,8450,17829,17829,9502,7677,"533.8171","0","0","0","13","07","005","20"
"1307008","2021S05021307008","Sackville",7303,3596,3186,6513,6513,3563,2808,"652.8062","0","0","0","13","07","008","20"
"1307013","2021S05021307013","Memramcook",6409,2597,2505,6343,6343,2591,2387,"283.0324","0","0","0","13","07","013","20"
"1307019","2021S05021307019","Moncton",118288,53602,50878,107084,107084,50245,46301,"781.8511","0","0","0","13","07","019","20"
"1307024","2021S05021307024","Salisbury",7240,3058,2934,7055,7055,3023,2841,"904.7399","0","0","0","13","07","024","20"
"1308001","2021S05021308001","Dundas",7089,3999,3122,6563,6563,3947,2850,"241.5546","0","0","0","13","08","001","20"
"1308004","2021S05021308004","Wellington",5906,2979,2593,5536,5536,2935,2429,"203.5103","0","0","0","13","08","004","20"
"1308006","2021S05021308006","Saint Mary",5010,2363,2155,4908,4908,2417,2080,"2011.5624","0","0","0","13","08","006","20"
"1308014","2021S05021308014","Weldford",3397,1507,1385,3275,3275,1510,1347,"622.9384","0","0","0","13","08","014","20"
"1308016","2021S05021308016","Richibucto",4486,2358,2037,4121,4121,2340,1878,"267.7993","0","0","0","13","08","016","20"
"1308019","2021S05021308019","Saint-Charles",6281,3068,2782,6072,6072,3102,2652,"1203.0154","0","0","0","13","08","019","20"
"1309004","2021S05021309004","Glenelg",6000,3024,2699,6029,6029,3067,2643,"1114.1927","0","0","0","13","09","004","10"
"1309026","2021S05021309026","Southesk",11210,5633,4925,11293,11293,5723,4834,"9806.7447","0","0","0","13","09","026","10"
"1309031","2021S05021309031","Newcastle",21245,10168,9517,21117,21117,9929,9194,"1195.2249","0","0","0","13","09","031","10"
"1309036","2021S05021309036","Alnwick",6550,3115,2804,6513,6513,3073,2691,"727.2245","0","0","0","13","09","036","10"
"1310001","2021S05021310001","New Maryland",6959,2607,2571,6780,6780,2511,2474,"396.269","0","0","0","13","10","001","40"
"1310004","2021S05021310004","Manners Sutton",5310,3229,2432,4982,5024,3384,2190,"2376.5516","1","0","0","13","10","004","40"
"1310016","2021S05021310016","Prince William",1083,648,479,930,930,672,412,"284.3934","0","0","0","13","10","016","40"
"1310018","2021S05021310018","Kingsclear",8100,3200,3080,8065,8015,3088,2948,"305.955","1","0","0","13","10","018","40"
"1310021","2021S05021310021","Queensbury",1237,579,536,1174,1174,587,514,"294.3542","0","0","0","13","10","021","40"
"1310024","2021S05021310024","Southampton",2733,1295,1204,2698,2698,1326,1165,"466.6745","0","0","0","13","10","024","40"
"1310026","2021S05021310026","Bright",3317,1477,1348,3289,3289,1440,1292,"403.7341","0","0","0","13","10","026","40"
"1310028","2021S05021310028","Douglas",5935,2357,2270,6154,5703,2368,2195,"1443.3145","1","0","0","13","10","028","40"
"1310031","2021S05021310031","Saint Marys",69270,32287,30787,64095,64596,30899,28331,"888.5462","1","0","0","13","10","031","40"
"1310036","2021S05021310036","Stanley",1317,615,552,1244,1244,595,503,"1235.3115","0","0","0","13","10","036","40"
"1311001","2021S05021311001","Richmond",1456,598,557,1303,1303,586,529,"258.7972","0","0","0","13","11","001","50"
"1311004","2021S05021311004","Woodstock",8207,3740,3545,7775,7733,3514,3296,"211.5911","1","0","0","13","11","004","50"
"1311008","2021S05021311008","Northampton",1875,766,725,1724,1724,762,669,"243.313","0","0","0","13","11","008","50"
"1311011","2021S05021311011","Brighton",2529,1163,1049,2692,2692,1216,1076,"518.8008","0","0","0","13","11","011","50"
"1311014","2021S05021311014","Wakefield",2722,1191,1136,2767,2767,1181,1108,"196.3064","0","0","0","13","11","014","50"
"1311018","2021S05021311018","Wilmot",1477,675,651,1579,1579,727,662,"194.0637","0","0","0","13","11","018","50"
"1311024","2021S05021311024","Peel",3285,1457,1383,3273,3273,1422,1322,"204.0441","0","0","0","13","11","024","50"
"1311026","2021S05021311026","Aberdeen",812,468,384,781,781,503,347,"444.8778","0","0","0","13","11","026","50"
"1311028","2021S05021311028","Kent",2406,1129,1045,2629,2629,1177,1079,"841.7628","0","0","0","13","11","028","50"
"1311031","2021S05021311031","Wicklow",1591,678,645,1697,1697,720,662,"195.5022","0","0","0","13","11","031","50"
"1312004","2021S05021312004","Perth",7767,4001,3480,7817,7817,4029,3429,"3543.0997","0","0","0","13","12","004","50"
"1312014","2021S05021312014","Denmark",1424,677,621,1471,1471,733,632,"751.0828","0","0","0","13","12","014","50"
"1312016","2021S05021312016","Grand Falls",6297,3127,2946,6435,6435,3128,2928,"176.132","0","0","0","13","12","016","50"
"1312021","2021S05021312021","Drummond",2824,1249,1202,2894,2894,1288,1170,"1022.5401","0","0","0","13","12","021","50"
"1313002","2021S05021313002","Saint-André",1794,782,756,,1901,789,761,"136.1939","1","0","0","13","13","002","50"
"1313004","2021S05021313004","Saint-Léonard",6397,3050,2881,6498,6498,3069,2810,"1766.8011","0","0","0","13","13","004","50"
"1313022","2021S05021313022","Saint-Joseph",3201,1478,1387,3144,3144,1467,1356,"793.2867","0","0","0","13","13","022","50"
"1313027","2021S05021313027","Edmundston",16806,8301,7887,17524,16794,8149,7665,"109.9038","1","0","0","13","13","027","50"
"1313031","2021S05021313031","Haut-Madawaska",4405,2240,1994,,4404,2300,1913,"648.7818","1","0","0","13","13","031","50"
"1314001","2021S05021314001","Durham",5776,3075,2762,5982,5982,3178,2782,"2515.1234","0","0","0","13","14","001","10"
"1314008","2021S05021314008","Dalhousie",19293,9559,8881,19268,19283,9447,8737,"2924.0926","1","0","0","13","14","008","10"
"1314021","2021S05021314021","Saint-Quentin",5631,2654,2522,5705,5690,2634,2474,"3127.603","1","0","0","13","14","021","10"
"1315002","2021S05021315002","Tracadie",16043,7539,7113,16114,16114,7416,6775,"516.5546","0","0","0","13","15","002","10"
"1315012","2021S05021315012","Beresford",31387,15658,14396,31110,31110,15385,13970,"2100.0487","0","0","0","13","15","012","10"
"1315016","2021S05021315016","New Bandon",3081,1857,1543,3255,3255,2037,1593,"416.1865","0","0","0","13","15","016","10"
"1315019","2021S05021315019","Paquetville",7039,3453,3218,7206,7206,3477,3151,"1080.3667","0","0","0","13","15","019","10"
"1315026","2021S05021315026","Caraquet",10383,5323,4822,10422,10422,5180,4669,"373.0116","0","0","0","13","15","026","10"
"1315029","2021S05021315029","Shippagan",10323,5315,4738,10337,10337,5294,4543,"248.1293","0","0","0","13","15","029","10"
"2401023","2021S05022401023","Les Îles-de-la-Madeleine",12654,6665,5830,12475,12475,6477,5534,"187.3321","0","0","0","24","01","023","10"
"2402005","2021S05022402005","Percé",17219,9110,8319,17282,17282,8969,8022,"1273.9267","0","0","0","24","02","005","10"
"2402902","2021S05022402902","Mont-Alexandre",0,0,0,0,0,0,0,"1800.8731","0","0","0","24","02","902","10"
"2403005","2021S05022403005","Gaspé",16904,8430,7707,16466,16466,8131,7324,"3209.7181","0","0","0","24","03","005","10"
"2403904","2021S05022403904","Collines-du-Basque",643,476,327,651,651,517,313,"878.6734","0","0","0","24","03","904","10"
"2404047","2021S05022404047","Cap-Chat",10950,6222,5415,11316,11316,6282,5270,"5053.8784","0","0","0","24","04","047","10"
"2405010","2021S05022405010","Shigawake",6434,3250,2968,6589,6589,3310,2923,"629.3256","0","0","0","24","05","010","10"
"2405045","2021S05022405045","Bonaventure",2733,1404,1318,2706,2706,1312,1208,"104.5038","0","0","0","24","05","045","10"
"2405060","2021S05022405060","Caplan",3884,1900,1810,3894,3894,1908,1761,"254.4813","0","0","0","24","05","060","10"
"2405070","2021S05022405070","New Richmond",4447,2190,2062,4436,4436,2129,1987,"336.7848","0","0","0","24","05","070","10"
"2405902","2021S05022405902","Rivière-Bonaventure",59,87,36,35,35,85,19,"3054.3668","0","0","0","24","05","902","10"
"2406013","2021S05022406013","Carleton-sur-Mer",9260,4646,4252,9000,9000,4408,3995,"553.2198","0","0","0","24","06","013","10"
"2406055","2021S05022406055","Saint-François-d'Assise",4155,2321,2029,5461,5461,2932,2575,"1170.6124","0","0","1","24","06","055","10"
"2406902","2021S05022406902","Rivière-Nouvelle",0,0,0,0,0,0,0,"1087.5991","0","0","0","24","06","902","10"
"2406904","2021S05022406904","Ruisseau-Ferguson",0,0,0,0,0,0,0,"675.9417","0","0","0","24","06","904","10"
"2407018","2021S05022407018","Causapscal",2727,1580,1358,2901,2854,1575,1338,"1779.2696","1","0","0","24","07","018","15"
"2407025","2021S05022407025","Albertville",1727,809,729,1676,1676,724,674,"475.3238","0","0","0","24","07","025","15"
"2407030","2021S05022407030","Saint-Léon-le-Grand",968,447,420,953,953,440,420,"128.2649","0","0","0","24","07","030","15"
"2407047","2021S05022407047","Amqui",5999,3015,2846,6178,6178,2992,2862,"121.0181","0","0","0","24","07","047","15"
"2407080","2021S05022407080","Val-Brillant",899,504,419,927,927,497,416,"77.9034","0","0","0","24","07","080","15"
"2407085","2021S05022407085","Sayabec",2088,1050,977,2020,2187,1059,975,"246.7302","1","0","0","24","07","085","15"
"2407090","2021S05022407090","Saint-Cléophas",1994,1222,960,1997,1997,1203,924,"501.0108","0","0","0","24","07","090","15"
"2407902","2021S05022407902","Routhierville",20,15,11,18,18,16,11,"626.2637","0","0","0","24","07","902","15"
"2407910","2021S05022407910","Ruisseau-des-Mineurs",5,27,4,0,0,37,0,"935.9541","0","0","0","24","07","910","15"
"2407912","2021S05022407912","Lac-Alfred",0,0,0,0,0,0,0,"77.5308","0","0","0","24","07","912","15"
"2407914","2021S05022407914","Lac-Matapédia",1165,605,534,1255,1135,599,519,"385.2624","1","0","0","24","07","914","15"
"2408015","2021S05022408015","Grosses-Roches",375,261,206,306,394,280,209,"63.589","1","0","0","24","08","015","15"
"2408023","2021S05022408023","Sainte-Félicité",3703,2231,1798,3795,3750,2479,1778,"1000.5558","1","0","0","24","08","023","15"
"2408053","2021S05022408053","Matane",13987,7482,6996,14311,14311,7421,6866,"195.4886","0","0","0","24","08","053","15"
"2408073","2021S05022408073","Saint-Ulric",2189,1351,1098,2218,2218,1296,1059,"308.5313","0","0","0","24","08","073","15"
"2408080","2021S05022408080","Baie-des-Sables",613,336,281,628,628,328,266,"65.0716","0","0","0","24","08","080","15"
"2408902","2021S05022408902","Rivière-Bonjour",16,67,8,43,0,144,0,"1682.4992","1","0","0","24","08","902","15"
"2409020","2021S05022409020","Sainte-Jeanne-d'Arc",601,373,284,712,712,420,323,"226.974","0","0","0","24","09","020","15"
"2409025","2021S05022409025","Saint-Gabriel-de-Rimouski",2012,1059,924,2043,2043,1086,892,"222.7805","0","0","0","24","09","025","15"
"2409035","2021S05022409035","Sainte-Angèle-de-Mérici",989,519,455,953,953,507,426,"107.7753","0","0","0","24","09","035","15"
"2409055","2021S05022409055","Saint-Octave-de-Métis",3284,1849,1510,3269,3269,1792,1461,"217.6709","0","0","0","24","09","055","15"
"2409085","2021S05022409085","Sainte-Flavie",7878,3964,3675,7688,7688,3857,3542,"93.4558","0","0","0","24","09","085","15"
"2409092","2021S05022409092","Sainte-Luce",2845,1462,1292,2801,2801,1437,1237,"72.5891","0","0","0","24","09","092","15"
"2409902","2021S05022409902","Lac-des-Eaux-Mortes",754,616,352,744,744,593,325,"1110.9621","0","0","0","24","09","902","15"
"2409904","2021S05022409904","Lac-à-la-Croix",0,0,0,0,0,0,0,"223.3528","0","0","0","24","09","904","15"
"2410005","2021S05022410005","Esprit-Saint",986,555,484,928,942,566,460,"733.3889","1","0","0","24","10","005","15"
"2410043","2021S05022410043","Rimouski",51954,26173,24745,51735,51735,25586,23857,"465.4989","0","0","0","24","10","043","15"
"2410070","2021S05022410070","Saint-Fabien",1834,1171,867,1837,1837,1129,821,"119.9248","0","0","0","24","10","070","15"
"2410902","2021S05022410902","Lac-Huron",2417,1575,1107,2150,2136,1530,975,"1385.1816","1","0","0","24","10","902","15"
"2411005","2021S05022411005","Saint-Clément",479,231,214,460,460,231,193,"86.7213","0","0","0","24","11","005","15"
